GW1.24H_LASKIN_T,,Sub,station,GW1,24H,calculator,time,program,,,,,,,,,
GW1.HA14_LAMM_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,14,heating,set,point,bathroom,fictional,point,measurement,,,
GW1.HA14_ME16_KH_ARH,,Sub,station,GW1,apartment,number,14,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW1.HA14_ME16_KH_M,,Sub,station,GW1,apartment,number,14,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW1.HA14_ME16_KH_YRH,,Sub,station,GW1,apartment,number,14,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW1.HA14_MV10_AH1_A,,Sub,station,GW1,apartment,number,14,magnetic,valve,10,room,1,control,point,,,
GW1.HA14_MV10_KH_A,,Sub,station,GW1,apartment,number,14,magnetic,valve,10,bathroom,control,point,,,,
GW1.HA14_OE_FI,,Sub,station,GW1,apartment,number,14,OE,FI,,,,,,,,
GW1.HA14_QE16_AH1_ARH,,Sub,station,GW1,apartment,number,14,CO2,sensor,16,room,1,low,limit,alarm,,
GW1.HA14_QE16_AH1_M,,Sub,station,GW1,apartment,number,14,CO2,sensor,16,room,1,measurement,,,,
GW1.HA14_QE16_AH1_YRH,,Sub,station,GW1,apartment,number,14,CO2,sensor,16,room,1,high,limit,alarm,,
GW1.HA14_QE_TEHOSTUS_A,,Sub,station,GW1,apartment,number,14,CO2,sensor,boost,control,point,,,,,
GW1.HA14_SM_K,,Sub,station,GW1,apartment,number,14,SM,time,,,,,,,,
GW1.HA14_SM_KAM,,Sub,station,GW1,apartment,number,14,SM,KAM,,,,,,,,
GW1.HA14_TC16_MODULIVIKA_H,,Sub,station,GW1,apartment,number,14,temperature,controller,16,module,fault,alarm,point,,,
GW1.HA14_TE16_AH1_ARH,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,room,1,low,limit,alarm,,
GW1.HA14_TE16_AH1_M,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,room,1,measurement,,,,
GW1.HA14_TE16_AH1_YRH,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,room,1,high,limit,alarm,,
GW1.HA14_TE16_KH_ARH,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW1.HA14_TE16_KH_M,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,bathroom,measurement,,,,,
GW1.HA14_TE16_KH_YRH,,Sub,station,GW1,apartment,number,14,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW1.HA14_TEHOSTAJA_FI,,Sub,station,GW1,apartment,number,14,booster,FI,,,,,,,,
GW1.HA14_TEHOSTUS_FI,,Sub,station,GW1,apartment,number,14,boost,FI,,,,,,,,
GW1.HA14_TH16_AH1_M,,Sub,station,GW1,apartment,number,14,offset,from,the,setpoint,value,16,room,1,measurement,
GW1.HA14_TH16_KH_M,,Sub,station,GW1,apartment,number,14,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW1.HA14_VM_EP_KV_K,,Sub,station,GW1,apartment,number,14,water,meter,EP,cold,water,time,,,,
GW1.HA14_VM_EP_LV_K,,Sub,station,GW1,apartment,number,14,water,meter,EP,heat,exchanger,time,,,,
GW1.HA14_VM_KV_K,,Sub,station,GW1,apartment,number,14,water,meter,cold,water,time,,,,,
GW1.HA14_VM_KV_KAM,,Sub,station,GW1,apartment,number,14,water,meter,cold,water,KAM,,,,,
GW1.HA14_VM_LV_K,,Sub,station,GW1,apartment,number,14,water,meter,heat,exchanger,time,,,,,
GW1.HA14_VM_LV_KAM,,Sub,station,GW1,apartment,number,14,water,meter,heat,exchanger,KAM,,,,,
GW1.HA15_2_IMS15_A,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,15,control,point,,,
GW1.HA15_2_IMS15_AS_M,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,15,deflected,setpoint,measurement,,
GW1.HA15_2_IMS15_FA,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,15,fictional,point,alarm,,
GW1.HA15_2_IMS15_M,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,15,measurement,,,,
GW1.HA15_2_IMS17_A,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,17,control,point,,,
GW1.HA15_2_IMS17_AS_M,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,17,deflected,setpoint,measurement,,
GW1.HA15_2_IMS17_FA,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,17,fictional,point,alarm,,
GW1.HA15_2_IMS17_M,,Sub,station,GW1,apartment,number,15,2,air,flow,controller,17,measurement,,,,
GW1.HA15_AS_TE_AH2_FM,,Sub,station,GW1,apartment,number,15,deflected,setpoint,temperature,measurement,room,2,fictional,point,measurement,
GW1.HA15_AS_TE_AH_FM,,Sub,station,GW1,apartment,number,15,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW1.HA15_AS_TE_KH_FM,,Sub,station,GW1,apartment,number,15,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW1.HA15_IMS15_A,,Sub,station,GW1,apartment,number,15,air,flow,controller,15,control,point,,,,
GW1.HA15_IMS15_AS_M,,Sub,station,GW1,apartment,number,15,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA15_IMS15_FA,,Sub,station,GW1,apartment,number,15,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA15_IMS15_M,,Sub,station,GW1,apartment,number,15,air,flow,controller,15,measurement,,,,,
GW1.HA15_IMS17_A,,Sub,station,GW1,apartment,number,15,air,flow,controller,17,control,point,,,,
GW1.HA15_IMS17_AS_M,,Sub,station,GW1,apartment,number,15,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA15_IMS17_FA,,Sub,station,GW1,apartment,number,15,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA15_IMS17_M,,Sub,station,GW1,apartment,number,15,air,flow,controller,17,measurement,,,,,
GW1.HA15_JAAH_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,15,cooling,set,point,room,1,fictional,point,measurement,,
GW1.HA15_JAAH_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,15,cooling,set,point,room,2,fictional,point,measurement,,
GW1.HA15_JAAH_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,15,cooling,set,point,bathroom,fictional,point,measurement,,,
GW1.HA15_JAAHDYTYS_AH1_A,,Sub,station,GW1,apartment,number,15,cooling,room,1,control,point,,,,,
GW1.HA15_JAAHDYTYS_AH2_A,,Sub,station,GW1,apartment,number,15,cooling,room,2,control,point,,,,,
GW1.HA15_JAAHDYTYS_KH_A,,Sub,station,GW1,apartment,number,15,cooling,bathroom,control,point,,,,,,
GW1.HA15_KUIVATUS_KH_A,,Sub,station,GW1,apartment,number,15,drying,bathroom,control,point,,,,,,
GW1.HA15_LAMM_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,15,heating,set,point,room,1,fictional,point,measurement,,
GW1.HA15_LAMM_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,15,heating,set,point,room,2,fictional,point,measurement,,
GW1.HA15_LAMM_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,15,heating,set,point,bathroom,fictional,point,measurement,,,
GW1.HA15_ME16_KH_ARH,,Sub,station,GW1,apartment,number,15,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW1.HA15_ME16_KH_M,,Sub,station,GW1,apartment,number,15,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW1.HA15_ME16_KH_YRH,,Sub,station,GW1,apartment,number,15,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW1.HA15_MV10_AH1_A,,Sub,station,GW1,apartment,number,15,magnetic,valve,10,room,1,control,point,,,
GW1.HA15_MV10_AH2_A,,Sub,station,GW1,apartment,number,15,magnetic,valve,10,room,2,control,point,,,
GW1.HA15_MV10_KH_A,,Sub,station,GW1,apartment,number,15,magnetic,valve,10,bathroom,control,point,,,,
GW1.HA15_OE_FI,,Sub,station,GW1,apartment,number,15,OE,FI,,,,,,,,
GW1.HA15_QE16_AH1_ARH,,Sub,station,GW1,apartment,number,15,CO2,sensor,16,room,1,low,limit,alarm,,
GW1.HA15_QE16_AH1_M,,Sub,station,GW1,apartment,number,15,CO2,sensor,16,room,1,measurement,,,,
GW1.HA15_QE16_AH1_YRH,,Sub,station,GW1,apartment,number,15,CO2,sensor,16,room,1,high,limit,alarm,,
GW1.HA15_QE_TEHOSTUS_A,,Sub,station,GW1,apartment,number,15,CO2,sensor,boost,control,point,,,,,
GW1.HA15_SM_K,,Sub,station,GW1,apartment,number,15,SM,time,,,,,,,,
GW1.HA15_SM_KAM,,Sub,station,GW1,apartment,number,15,SM,KAM,,,,,,,,
GW1.HA15_TC16_MODULIVIKA_H,,Sub,station,GW1,apartment,number,15,temperature,controller,16,module,fault,alarm,point,,,
GW1.HA15_TE16_AH1_ARH,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,room,1,low,limit,alarm,,
GW1.HA15_TE16_AH1_M,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,room,1,measurement,,,,
GW1.HA15_TE16_AH1_YRH,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,room,1,high,limit,alarm,,
GW1.HA15_TE16_AH2_M,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,room,2,measurement,,,,
GW1.HA15_TE16_AH2_YRH,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,room,2,high,limit,alarm,,
GW1.HA15_TE16_KH_ARH,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW1.HA15_TE16_KH_M,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,bathroom,measurement,,,,,
GW1.HA15_TE16_KH_YRH,,Sub,station,GW1,apartment,number,15,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW1.HA15_TEHOSTAJA_FI,,Sub,station,GW1,apartment,number,15,booster,FI,,,,,,,,
GW1.HA15_TEHOSTUS_FI,,Sub,station,GW1,apartment,number,15,boost,FI,,,,,,,,
GW1.HA15_TH16_AH1_M,,Sub,station,GW1,apartment,number,15,offset,from,the,setpoint,value,16,room,1,measurement,
GW1.HA15_TH16_AH2_M,,Sub,station,GW1,apartment,number,15,offset,from,the,setpoint,value,16,room,2,measurement,
GW1.HA15_TH16_KH_M,,Sub,station,GW1,apartment,number,15,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW1.HA15_VM_EP_KV_K,,Sub,station,GW1,apartment,number,15,water,meter,EP,cold,water,time,,,,
GW1.HA15_VM_EP_LV_K,,Sub,station,GW1,apartment,number,15,water,meter,EP,heat,exchanger,time,,,,
GW1.HA15_VM_KV_K,,Sub,station,GW1,apartment,number,15,water,meter,cold,water,time,,,,,
GW1.HA15_VM_KV_KAM,,Sub,station,GW1,apartment,number,15,water,meter,cold,water,KAM,,,,,
GW1.HA15_VM_LV_K,,Sub,station,GW1,apartment,number,15,water,meter,heat,exchanger,time,,,,,
GW1.HA15_VM_LV_KAM,,Sub,station,GW1,apartment,number,15,water,meter,heat,exchanger,KAM,,,,,
GW1.HA16_2_IMS15_A,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,15,control,point,,,
GW1.HA16_2_IMS15_AS_M,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,15,deflected,setpoint,measurement,,
GW1.HA16_2_IMS15_FA,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,15,fictional,point,alarm,,
GW1.HA16_2_IMS15_M,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,15,measurement,,,,
GW1.HA16_2_IMS17_A,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,17,control,point,,,
GW1.HA16_2_IMS17_AS_M,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,17,deflected,setpoint,measurement,,
GW1.HA16_2_IMS17_FA,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,17,fictional,point,alarm,,
GW1.HA16_2_IMS17_M,,Sub,station,GW1,apartment,number,16,2,air,flow,controller,17,measurement,,,,
GW1.HA16_AS_TE_AH2_FM,,Sub,station,GW1,apartment,number,16,deflected,setpoint,temperature,measurement,room,2,fictional,point,measurement,
GW1.HA16_AS_TE_AH_FM,,Sub,station,GW1,apartment,number,16,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW1.HA16_AS_TE_KH2_FM,,Sub,station,GW1,apartment,number,16,deflected,setpoint,temperature,measurement,bathroom,2,fictional,point,measurement,
GW1.HA16_AS_TE_KH_FM,,Sub,station,GW1,apartment,number,16,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW1.HA16_IMS15_A,,Sub,station,GW1,apartment,number,16,air,flow,controller,15,control,point,,,,
GW1.HA16_IMS15_AS_M,,Sub,station,GW1,apartment,number,16,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA16_IMS15_FA,,Sub,station,GW1,apartment,number,16,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA16_IMS15_M,,Sub,station,GW1,apartment,number,16,air,flow,controller,15,measurement,,,,,
GW1.HA16_IMS17_A,,Sub,station,GW1,apartment,number,16,air,flow,controller,17,control,point,,,,
GW1.HA16_IMS17_AS_M,,Sub,station,GW1,apartment,number,16,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA16_IMS17_FA,,Sub,station,GW1,apartment,number,16,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA16_IMS17_M,,Sub,station,GW1,apartment,number,16,air,flow,controller,17,measurement,,,,,
GW1.HA16_JAAH_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,16,cooling,set,point,room,1,fictional,point,measurement,,
GW1.HA16_JAAH_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,16,cooling,set,point,room,2,fictional,point,measurement,,
GW1.HA16_JAAH_ASETUS_KH2_FM,,Sub,station,GW1,apartment,number,16,cooling,set,point,bathroom,2,fictional,point,measurement,,
GW1.HA16_JAAH_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,16,cooling,set,point,bathroom,fictional,point,measurement,,,
GW1.HA16_JAAHDYTYS_AH1_A,,Sub,station,GW1,apartment,number,16,cooling,room,1,control,point,,,,,
GW1.HA16_JAAHDYTYS_AH2_A,,Sub,station,GW1,apartment,number,16,cooling,room,2,control,point,,,,,
GW1.HA16_JAAHDYTYS_KH2_A,,Sub,station,GW1,apartment,number,16,cooling,bathroom,2,control,point,,,,,
GW1.HA16_JAAHDYTYS_KH_A,,Sub,station,GW1,apartment,number,16,cooling,bathroom,control,point,,,,,,
GW1.HA16_KUIVATUS_KH2_A,,Sub,station,GW1,apartment,number,16,drying,bathroom,2,control,point,,,,,
GW1.HA16_KUIVATUS_KH_A,,Sub,station,GW1,apartment,number,16,drying,bathroom,control,point,,,,,,
GW1.HA16_LAMM_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,16,heating,set,point,room,1,fictional,point,measurement,,
GW1.HA16_LAMM_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,16,heating,set,point,room,2,fictional,point,measurement,,
GW1.HA16_LAMM_ASETUS_KH2_FM,,Sub,station,GW1,apartment,number,16,heating,set,point,bathroom,2,fictional,point,measurement,,
GW1.HA16_LAMM_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,16,heating,set,point,bathroom,fictional,point,measurement,,,
GW1.HA16_ME16_KH2_ARH,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,2,low,limit,alarm,
GW1.HA16_ME16_KH2_M,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,2,measurement,,,
GW1.HA16_ME16_KH2_YRH,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,2,high,limit,alarm,
GW1.HA16_ME16_KH_ARH,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW1.HA16_ME16_KH_M,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW1.HA16_ME16_KH_YRH,,Sub,station,GW1,apartment,number,16,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW1.HA16_MV10_AH1_A,,Sub,station,GW1,apartment,number,16,magnetic,valve,10,room,1,control,point,,,
GW1.HA16_MV10_AH2_A,,Sub,station,GW1,apartment,number,16,magnetic,valve,10,room,2,control,point,,,
GW1.HA16_MV10_KH2_A,,Sub,station,GW1,apartment,number,16,magnetic,valve,10,bathroom,2,control,point,,,
GW1.HA16_MV10_KH_A,,Sub,station,GW1,apartment,number,16,magnetic,valve,10,bathroom,control,point,,,,
GW1.HA16_OE_FI,,Sub,station,GW1,apartment,number,16,OE,FI,,,,,,,,
GW1.HA16_QE16_AH1_ARH,,Sub,station,GW1,apartment,number,16,CO2,sensor,16,room,1,low,limit,alarm,,
GW1.HA16_QE16_AH1_M,,Sub,station,GW1,apartment,number,16,CO2,sensor,16,room,1,measurement,,,,
GW1.HA16_QE16_AH1_YRH,,Sub,station,GW1,apartment,number,16,CO2,sensor,16,room,1,high,limit,alarm,,
GW1.HA16_QE_TEHOSTUS_A,,Sub,station,GW1,apartment,number,16,CO2,sensor,boost,control,point,,,,,
GW1.HA16_SM_K,,Sub,station,GW1,apartment,number,16,SM,time,,,,,,,,
GW1.HA16_SM_KAM,,Sub,station,GW1,apartment,number,16,SM,KAM,,,,,,,,
GW1.HA16_TC16_MODULIVIKA_H,,Sub,station,GW1,apartment,number,16,temperature,controller,16,module,fault,alarm,point,,,
GW1.HA16_TE16_AH1_ARH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,room,1,low,limit,alarm,,
GW1.HA16_TE16_AH1_M,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,room,1,measurement,,,,
GW1.HA16_TE16_AH1_YRH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,room,1,high,limit,alarm,,
GW1.HA16_TE16_AH2_M,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,room,2,measurement,,,,
GW1.HA16_TE16_AH2_YRH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,room,2,high,limit,alarm,,
GW1.HA16_TE16_KH2_ARH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,2,low,limit,alarm,,
GW1.HA16_TE16_KH2_M,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,2,measurement,,,,
GW1.HA16_TE16_KH2_YRH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,2,high,limit,alarm,,
GW1.HA16_TE16_KH_ARH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW1.HA16_TE16_KH_M,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,measurement,,,,,
GW1.HA16_TE16_KH_YRH,,Sub,station,GW1,apartment,number,16,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW1.HA16_TEHOSTAJA_FI,,Sub,station,GW1,apartment,number,16,booster,FI,,,,,,,,
GW1.HA16_TEHOSTUS_FI,,Sub,station,GW1,apartment,number,16,boost,FI,,,,,,,,
GW1.HA16_TH16_AH1_M,,Sub,station,GW1,apartment,number,16,offset,from,the,setpoint,value,16,room,1,measurement,
GW1.HA16_TH16_AH2_M,,Sub,station,GW1,apartment,number,16,offset,from,the,setpoint,value,16,room,2,measurement,
GW1.HA16_TH16_KH2_M,,Sub,station,GW1,apartment,number,16,offset,from,the,setpoint,value,16,bathroom,2,measurement,
GW1.HA16_TH16_KH_M,,Sub,station,GW1,apartment,number,16,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW1.HA16_VM_EP_KV_K,,Sub,station,GW1,apartment,number,16,water,meter,EP,cold,water,time,,,,
GW1.HA16_VM_EP_LV_K,,Sub,station,GW1,apartment,number,16,water,meter,EP,heat,exchanger,time,,,,
GW1.HA16_VM_KV_K,,Sub,station,GW1,apartment,number,16,water,meter,cold,water,time,,,,,
GW1.HA16_VM_KV_KAM,,Sub,station,GW1,apartment,number,16,water,meter,cold,water,KAM,,,,,
GW1.HA16_VM_LV_K,,Sub,station,GW1,apartment,number,16,water,meter,heat,exchanger,time,,,,,
GW1.HA16_VM_LV_KAM,,Sub,station,GW1,apartment,number,16,water,meter,heat,exchanger,KAM,,,,,
GW1.HA17_IMS15_A,,Sub,station,GW1,apartment,number,17,air,flow,controller,15,control,point,,,,
GW1.HA17_IMS15_AS_M,,Sub,station,GW1,apartment,number,17,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA17_IMS15_FA,,Sub,station,GW1,apartment,number,17,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA17_IMS15_M,,Sub,station,GW1,apartment,number,17,air,flow,controller,15,measurement,,,,,
GW1.HA17_IMS17_A,,Sub,station,GW1,apartment,number,17,air,flow,controller,17,control,point,,,,
GW1.HA17_IMS17_AS_M,,Sub,station,GW1,apartment,number,17,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA17_IMS17_FA,,Sub,station,GW1,apartment,number,17,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA17_IMS17_M,,Sub,station,GW1,apartment,number,17,air,flow,controller,17,measurement,,,,,
GW1.HA18_IMS15_A,,Sub,station,GW1,apartment,number,18,air,flow,controller,15,control,point,,,,
GW1.HA18_IMS15_AS_M,,Sub,station,GW1,apartment,number,18,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA18_IMS15_FA,,Sub,station,GW1,apartment,number,18,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA18_IMS15_M,,Sub,station,GW1,apartment,number,18,air,flow,controller,15,measurement,,,,,
GW1.HA18_IMS17_A,,Sub,station,GW1,apartment,number,18,air,flow,controller,17,control,point,,,,
GW1.HA18_IMS17_AS_M,,Sub,station,GW1,apartment,number,18,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA18_IMS17_FA,,Sub,station,GW1,apartment,number,18,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA18_IMS17_M,,Sub,station,GW1,apartment,number,18,air,flow,controller,17,measurement,,,,,
GW1.HA19_IMS15_A,,Sub,station,GW1,apartment,number,19,air,flow,controller,15,control,point,,,,
GW1.HA19_IMS15_AS_M,,Sub,station,GW1,apartment,number,19,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA19_IMS15_FA,,Sub,station,GW1,apartment,number,19,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA19_IMS15_M,,Sub,station,GW1,apartment,number,19,air,flow,controller,15,measurement,,,,,
GW1.HA19_IMS17_A,,Sub,station,GW1,apartment,number,19,air,flow,controller,17,control,point,,,,
GW1.HA19_IMS17_AS_M,,Sub,station,GW1,apartment,number,19,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA19_IMS17_FA,,Sub,station,GW1,apartment,number,19,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA19_IMS17_M,,Sub,station,GW1,apartment,number,19,air,flow,controller,17,measurement,,,,,
GW1.HA1_AS_TE16_AH_FM,,Sub,station,GW1,apartment,number,1,deflected,setpoint,temperature,measurement,16,room,fictional,point,measurement,
GW1.HA1_AS_TE_AH2_FM,,Sub,station,GW1,apartment,number,1,deflected,setpoint,temperature,measurement,room,2,fictional,point,measurement,
GW1.HA1_AS_TE_AH_FM,,Sub,station,GW1,apartment,number,1,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW1.HA1_AS_TE_KH_FM,,Sub,station,GW1,apartment,number,1,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW1.HA1_IMS15_A,,Sub,station,GW1,apartment,number,1,air,flow,controller,15,control,point,,,,
GW1.HA1_IMS15_AS_M,,Sub,station,GW1,apartment,number,1,air,flow,controller,15,deflected,setpoint,measurement,,,
GW1.HA1_IMS15_FA,,Sub,station,GW1,apartment,number,1,air,flow,controller,15,fictional,point,alarm,,,
GW1.HA1_IMS15_M,,Sub,station,GW1,apartment,number,1,air,flow,controller,15,measurement,,,,,
GW1.HA1_IMS17_A,,Sub,station,GW1,apartment,number,1,air,flow,controller,17,control,point,,,,
GW1.HA1_IMS17_AS_M,,Sub,station,GW1,apartment,number,1,air,flow,controller,17,deflected,setpoint,measurement,,,
GW1.HA1_IMS17_FA,,Sub,station,GW1,apartment,number,1,air,flow,controller,17,fictional,point,alarm,,,
GW1.HA1_IMS17_M,,Sub,station,GW1,apartment,number,1,air,flow,controller,17,measurement,,,,,
GW1.HA1_JAAH_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,1,cooling,set,point,room,1,fictional,point,measurement,,
GW1.HA1_JAAH_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,1,cooling,set,point,room,2,fictional,point,measurement,,
GW1.HA1_JAAH_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,1,cooling,set,point,bathroom,fictional,point,measurement,,,
GW1.HA1_JAAHDYTYS_AH1_A,,Sub,station,GW1,apartment,number,1,cooling,room,1,control,point,,,,,
GW1.HA1_JAAHDYTYS_AH2_A,,Sub,station,GW1,apartment,number,1,cooling,room,2,control,point,,,,,
GW1.HA1_JAAHDYTYS_KH_A,,Sub,station,GW1,apartment,number,1,cooling,bathroom,control,point,,,,,,
GW1.HA1_KUIVATUS_KH_A,,Sub,station,GW1,apartment,number,1,drying,bathroom,control,point,,,,,,
GW1.HA1_LAMM_ASETUS_AH1_FM,,Sub,station,GW1,apartment,number,1,heating,set,point,room,1,fictional,point,measurement,,
GW1.HA1_LAMM_ASETUS_AH2_FM,,Sub,station,GW1,apartment,number,1,heating,set,point,room,2,fictional,point,measurement,,
GW1.HA1_LAMM_ASETUS_KH_FM,,Sub,station,GW1,apartment,number,1,heating,set,point,bathroom,fictional,point,measurement,,,
GW1.HA1_ME16_KH_ARH,,Sub,station,GW1,apartment,number,1,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW1.HA1_ME16_KH_M,,Sub,station,GW1,apartment,number,1,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW1.HA1_ME16_KH_YRH,,Sub,station,GW1,apartment,number,1,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW1.HA1_MV10_AH1_A,,Sub,station,GW1,apartment,number,1,magnetic,valve,10,room,1,control,point,,,
